Code	ObjType	sf_AltName	ShortName	sf_Enum	sf_HierIndent	Notes	f_OutputFormNum	f_OutputFormTime	f_OutputFormText
CostPlan	A	Нет	Общая стоимость [План]	Нет	Нет			По умолчанию	Лево
ReservD	A	Нет	Резерв полный, Дни	Нет	Нет			По умолчанию	Лево
Reserv	A	Нет	Резерв полный, Часы	Нет	Нет			По умолчанию	Лево
NumPlan	A	Нет	Количество [План]	Нет	Нет			По умолчанию	Лево
Number	A	Нет	Количество	Нет	Нет			По умолчанию	Лево
Variable	A	Нет	Переменные количество и загрузка	Нет	Нет			По умолчанию	Лево
NumberMin	A	Нет	Количество [Минимум]	Нет	Нет			По умолчанию	Лево
LoadPlan	A	Нет	Загрузка [План]	Нет	Нет			По умолчанию	Лево
LoadMin	A	Нет	Загрузка [Минимум]	Нет	Нет			По умолчанию	Лево
Load	A	Нет	Загрузка	Нет	Нет			По умолчанию	Лево
Prod	A	Нет	Производительность	Нет	Нет			По умолчанию	Лево
Prior	A	Нет	Приоритет	Нет	Нет			По умолчанию	Лево
AsapStart	A	Нет	Начало [КМР]	Нет	Нет			По умолчанию	Лево
AsapFin	A	Нет	Окончание [КМР]	Нет	Нет			По умолчанию	Лево
AlapStart	A	Нет	Начало [КМП]	Нет	Нет			По умолчанию	Лево
AlapFin	A	Нет	Окончание [КМП]	Нет	Нет			По умолчанию	Лево
FactStart	A	Нет	Начало [Факт]	Нет	Нет			По умолчанию	Лево
FactFin	A	Нет	Окончание [Факт]	Нет	Нет			По умолчанию	Лево
StartDir	A	Нет	Начало [НРЧ]	Нет	Нет			По умолчанию	Лево
FinDir	A	Нет	Окончание [НПЧ]	Нет	Нет			По умолчанию	Лево
DurFact	A	Нет	Длительность, Часы [Факт]	Нет	Нет			По умолчанию	Лево
DurFactD	A	Нет	Длительность, Дни [Факт]	Нет	Нет			По умолчанию	Лево
NumDaysFact	A	Нет	Количество дней работы [Факт]	Нет	Нет			По умолчанию	Лево
DurSum	A	Нет	Длительность, Часы [Итог]	Нет	Нет			По умолчанию	Лево
DurSumD	A	Нет	Длительность, Дни [Итог]	Нет	Нет			По умолчанию	Лево
NumDaysSum	A	Нет	Количество дней работы [Итог]	Нет	Нет			По умолчанию	Лево
CostFact	A	Нет	Общая стоимость [Факт]	Нет	Нет			По умолчанию	Лево
CostTotal	A	Нет	Общая стоимость [Итог]	Нет	Нет			По умолчанию	Лево
WorkLoadPlan	A	Нет	Трудоёмкость [План]	Нет	Нет			По умолчанию	Лево
WorkLoadFact	A	Нет	Трудоёмкость [Факт]	Нет	Нет			По умолчанию	Лево
WorkLoadSum	A	Нет	Трудоёмкость [Итог]	Нет	Нет			По умолчанию	Лево
TargetStart	A	Нет	Начало [Критическое]	Нет	Нет			По умолчанию	Лево
TargetFin	A	Нет	Окончание [Критическое]	Нет	Нет			По умолчанию	Лево
rReserv	A	Нет	Начало [Буфер]	Нет	Нет			По умолчанию	Лево
rReservFin	A	Нет	Окончание [Буфер]	Нет	Нет			По умолчанию	Лево
rCostPlan	A	Нет	Общая стоимость [Критическая]	Нет	Нет			По умолчанию	Лево
rCostDiff	A	Нет	Общая стоимость [Буфер]	Нет	Нет			По умолчанию	Лево
ProbTerm	A	Нет	Окончание [Вероятность Три Сценария]	Нет	Нет			По умолчанию	Лево
ContFin	A	Нет	Окончание [Директивное]	Нет	Нет			По умолчанию	Лево
TeamCode	A	Нет	Код команды	Нет	Нет			По умолчанию	Лево
EarlyStart	A	Нет	Начало [Раннее]	Нет	Нет			По умолчанию	Лево
EarlyFin	A	Нет	Окончание [Раннее]	Нет	Нет			По умолчанию	Лево
f_NotedStart	A	Нет	Уведомление о начале отослано	Нет	Нет			По умолчанию	Лево
f_NotedFin	A	Нет	Уведомление об окончании отослано	Нет	Нет			По умолчанию	Лево
f_OperType	A	Нет	Тип операции	Нет	Нет			По умолчанию	Лево
f_ResType	A	Нет	Тип ресурса	Нет	Нет			По умолчанию	Лево
f_UniId	A	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	PR	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	PR	Нет	Название	Нет	Нет			По умолчанию	Лево
Type	PR	Нет	Тип	Нет	Нет			По умолчанию	Лево
Notes	PR	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Folder	PR	Нет	Ссылки на документы, сайты, папки (URL)	Нет	Нет			По умолчанию	Лево
DPH	PR	Нет	Тип ДПГ	Нет	Нет			По умолчанию	Лево
ContentCodes	PR	Нет	Состав [Типы и коды]	Нет	Нет			По умолчанию	Лево
ContentNames	PR	Нет	Состав [Названия]	Нет	Нет			По умолчанию	Лево
f_Opers	PR	Нет	Операции	Нет	Нет			По умолчанию	Лево
f_UniId	PR	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	C	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	C	Нет	Название	Нет	Нет			По умолчанию	Лево
Type	C	Нет	Тип	Нет	Нет			По умолчанию	Лево
ShortName	C	Нет	Имя для колонок	Нет	Нет			По умолчанию	Лево
Notes	C	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Folder	C	Нет	Ссылки на документы, сайты, папки (URL)	Нет	Нет			По умолчанию	Лево
Cost	C	Нет	Стоимость единицы	Нет	Нет			По умолчанию	Лево
f_pln_Supply	C	Нет	Доходы [План]	Нет	Нет			По умолчанию	Лево
f_pln_Consum	C	Нет	Расходы [План]	Нет	Нет			По умолчанию	Лево
f_pln_Total	C	Нет	Всего [План]	Нет	Нет			По умолчанию	Лево
f_act_Supply	C	Нет	Доходы [Факт]	Нет	Нет			По умолчанию	Лево
f_act_Consum	C	Нет	Расходы [Факт]	Нет	Нет			По умолчанию	Лево
f_act_Total	C	Нет	Всего [Факт]	Нет	Нет			По умолчанию	Лево
f_sum_Supply	C	Нет	Доходы [Итог]	Нет	Нет			По умолчанию	Лево
f_sum_Consum	C	Нет	Расходы [Итог]	Нет	Нет			По умолчанию	Лево
f_sum_Total	C	Нет	Всего [Итог]	Нет	Нет			По умолчанию	Лево
Discount	C	Нет	Процент дисконтирования	Нет	Нет			По умолчанию	Лево
f_Capital	C	Нет	Процент капитализации	Нет	Нет			По умолчанию	Лево
NotRecalc	C	Нет	Пересчитывать к единице	Нет	Нет			По умолчанию	Лево
ByFormula	C	Нет	Считать по формуле	Нет	Нет			По умолчанию	Лево
f_CostByFormula	C	Нет	Считать стоимость единицы по формуле	Нет	Нет			По умолчанию	Лево
f_CalcAct	C	Нет	Считать по формуле в архиве исполнения	Нет	Нет			По умолчанию	Лево
Formula	C	Нет	Формула	Нет	Нет			По умолчанию	Лево
f_OutputFormNum	C	Нет	Десятичных знаков	Нет	Нет			По умолчанию	Лево
f_DoMC	C	Нет	Проводить анализ Монте-Карло	Нет	Нет			По умолчанию	Лево
f_UseInSched	C	Нет	Использовать при расчётах	Нет	Нет			По умолчанию	Лево
f_UniId	C	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
OperCode	F	Нет	Код операции	Нет	Нет			По умолчанию	Лево
ResCode	F	Нет	Код ресурса	Нет	Нет			По умолчанию	Лево
OperName	F	Нет	Название операции	Нет	Нет			По умолчанию	Лево
ResName	F	Нет	Название ресурса	Нет	Нет			По умолчанию	Лево
Person	F	Нет	Ответственный	Нет	Нет			По умолчанию	Лево
Type	F	Нет	Тип	Нет	Нет			По умолчанию	Лево
Notes	F	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Folder	F	Нет	Ссылки на документы, сайты, папки (URL)	Нет	Нет			По умолчанию	Лево
Start	F	Нет	Начало периода	Нет	Нет			DMYHMS	Лево
Fin	F	Нет	Окончание периода	Нет	Нет			DMYHMS	Лево
Vol	F	Нет	Объём [Факт]	Нет	Нет			По умолчанию	Лево
Unit	F	Нет	Единица объёма	Нет	Нет			По умолчанию	Лево
Dur	F	Нет	Длительность, Часы [Факт]	Нет	Нет			По умолчанию	Лево
NumDaysFact	F	Нет	Количество дней работы [Факт]	Нет	Нет			По умолчанию	Лево
WorkLoadFact	F	Нет	Трудоёмкость [Факт]	Нет	Нет			По умолчанию	Лево
Load	F	Нет	Загрузка [Факт]	Нет	Нет			По умолчанию	Лево
Number	F	Нет	Количество [Факт]	Нет	Нет			По умолчанию	Лево
Prod	F	Нет	Производительность [Факт]	Нет	Нет			По умолчанию	Лево
CostFact	F	Нет	Общая стоимость [Факт]	Нет	Нет			По умолчанию	Лево
AssIndex	F	Нет	Индекс	Нет	Нет			По умолчанию	Лево
ObjCode	F	Нет	Код проекта	Нет	Нет			По умолчанию	Лево
SaveCode	F	Нет	Код в исходном проекте	Нет	Нет			По умолчанию	Лево
f_UniId	F	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	CR	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	CR	Нет	Название	Нет	Нет			По умолчанию	Лево
ShortName	CR	Нет	Имя для колонок	Нет	Нет			По умолчанию	Лево
Notes	CR	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
SimpleSum	CR	Нет	Считать количество [План] как простую сумму	Нет	Нет			По умолчанию	Лево
Unit	CR	Нет	Единица измерения трудоёмкости / объёма	Нет	Нет			По умолчанию	Лево
ContentCodes	CR	Нет	Состав [Коды]	Нет	Нет			По умолчанию	Лево
ContentNames	CR	Нет	Состав [Названия]	Нет	Нет			По умолчанию	Лево
f_UniId	CR	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	MR	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	MR	Нет	Название	Нет	Нет			По умолчанию	Лево
Type	MR	Нет	Тип	Нет	Нет			По умолчанию	Лево
Notes	MR	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Folder	MR	Нет	Ссылки на документы, сайты, папки (URL)	Нет	Нет			По умолчанию	Лево
ContentCodes	MR	Нет	Состав [Количество и коды]	Нет	Нет			По умолчанию	Лево
ContentNames	MR	Нет	Состав [Названия]	Нет	Нет			По умолчанию	Лево
f_Opers	MR	Нет	Операции	Нет	Нет			По умолчанию	Лево
f_UniId	MR	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
OperCode	RR	Нет	Код операции	Нет	Нет			По умолчанию	Лево
ResCode	RR	Нет	Код ресурса	Нет	Нет			По умолчанию	Лево
OperName	RR	Нет	Название операции	Нет	Нет			По умолчанию	Лево
ResName	RR	Нет	Название ресурса	Нет	Нет			По умолчанию	Лево
Notes	RR	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Number	RR	Нет	Количество	Нет	Нет			По умолчанию	Лево
OperMoment	RR	Нет	Момент	Нет	Нет			По умолчанию	Лево
Start	RR	Нет	Начало	Нет	Нет			По умолчанию	Лево
f_UniId	RR	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	U	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	U	Нет	Имя	Нет	Нет			По умолчанию	Лево
Notes	U	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Folder	U	Нет	Ссылки на документы, сайты, папки (URL)	Нет	Нет			По умолчанию	Лево
AddressIn	U	Нет	Получаемое при рассылке [Входящие]	Нет	Нет			По умолчанию	Лево
AddressOut	U	Нет	Подготовленное для сборки [Исходящие]	Нет	Нет			По умолчанию	Лево
MailAddress	U	Нет	E-mail адрес	Нет	Нет			По умолчанию	Лево
Password	U	Нет	Пароль	Нет	Нет			По умолчанию	Лево
RightCode	U	Нет	Код прав доступа	Нет	Нет			По умолчанию	Лево
RightName	U	Нет	Название прав доступа	Нет	Нет			По умолчанию	Лево
Connection	U	Нет	Способ связи	Нет	Нет			По умолчанию	Лево
SendWhole	U	Нет	Отправлять весь проект при рассылке	Нет	Нет			По умолчанию	Лево
Notify	U	Нет	Уведомлять перед началом и окончанием Работ	Нет	Нет			По умолчанию	Лево
UseMail	U	Нет	Рассылку производить по e-mail	Нет	Нет			По умолчанию	Лево
f_OpenPortfolio	U	Нет	Разрешить открывать портфель	Нет	Нет			По умолчанию	Лево
LastFactVer	U	Нет	Версия учётного документа	Нет	Нет			По умолчанию	Лево
f_UniId	U	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
ObjCode	T	Нет	Код объекта	Нет	Нет			По умолчанию	Лево
ObjName	T	Нет	Название объекта	Нет	Нет			По умолчанию	Лево
ParCode	T	Нет	Код показателя	Нет	Нет			По умолчанию	Лево
ParName	T	Нет	Название показателя	Нет	Нет			По умолчанию	Лево
Notes	T	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
ContrValue	T	Нет	Директивное значение	Нет	Нет			По умолчанию	Лево
Values	T	Нет	Значения	Нет	Нет			По умолчанию	Лево
f_Method	T	Нет	Метод	Нет	Нет			По умолчанию	Лево
f_UniId	T	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	RI	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	RI	Нет	Название	Нет	Нет			По умолчанию	Лево
Notes	RI	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
ContentCodes	RI	Нет	Права [Коды]	Нет	Нет			По умолчанию	Лево
ContentNames	RI	Нет	Права [Названия]	Нет	Нет			По умолчанию	Лево
f_UniId	RI	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
ActionName	UP	Нет	Действие	Нет	Нет			По умолчанию	Лево
ActionTime	UP	Нет	Время	Нет	Нет			По умолчанию	Лево
Name	UP	Нет	Название объекта	Нет	Нет			По умолчанию	Лево
FieldName	UP	Нет	Название поля	Нет	Нет			По умолчанию	Лево
OldValue	UP	Нет	Прежнее значение	Нет	Нет			По умолчанию	Лево
NewValue	UP	Нет	Новое значение	Нет	Нет			По умолчанию	Лево
f_UniId	UP	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
ObjCode	CP	Нет	Код стоимостной составляющей	Нет	Нет			По умолчанию	Лево
ObjName	CP	Нет	Название стоимостной составляющей	Нет	Нет			По умолчанию	Лево
Type	CP	Нет	Тип стоимостной составляющей	Нет	Нет			По умолчанию	Лево
Notes	CP	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Start	CP	Нет	Начало	Нет	Нет			По умолчанию	Лево
Cost	CP	Нет	Стоимость единицы	Нет	Нет			По умолчанию	Лево
SkipInCalc	CP	Нет	Использовать при расчётах	Нет	Нет			По умолчанию	Лево
Percent	CP	Нет	В процентах от предыдущего периода	Нет	Нет			По умолчанию	Лево
f_UniId	CP	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
ObjCode	MP	Нет	Код материала	Нет	Нет			По умолчанию	Лево
ObjName	MP	Нет	Название материала	Нет	Нет			По умолчанию	Лево
Type	MP	Нет	Тип материала	Нет	Нет			По умолчанию	Лево
Notes	MP	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Start	MP	Нет	Начало	Нет	Нет			По умолчанию	Лево
SkipInCalc	MP	Нет	Использовать при расчётах	Нет	Нет			По умолчанию	Лево
Percent	MP	Нет	В процентах от предыдущего периода	Нет	Нет			По умолчанию	Лево
f_UniId	MP	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	E	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	E	Нет	Название	Нет	Нет			По умолчанию	Лево
Notes	E	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Start	E	Нет	Начало	Нет	Нет			По умолчанию	Лево
Fin	E	Нет	Окончание	Нет	Нет			По умолчанию	Лево
WeekCode	E	Нет	Код недели	Нет	Нет			По умолчанию	Лево
WeekName	E	Нет	Название недели	Нет	Нет			По умолчанию	Лево
f_ExPeriod	E	Нет	Период повторения	Нет	Нет			По умолчанию	Лево
f_ExPeriodUnit	E	Нет	Единица периода повторения	Нет	Нет			По умолчанию	Лево
f_UniId	E	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	CM	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	CM	Нет	Название	Нет	Нет			По умолчанию	Лево
ShortName	CM	Нет	Имя для колонок	Нет	Нет			По умолчанию	Лево
Notes	CM	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
IncSpend	CM	Нет	Включать расходы материалов	Нет	Нет			По умолчанию	Лево
IncProf	CM	Нет	Включать поставки материалов	Нет	Нет			По умолчанию	Лево
f_OutputFormNum	CM	Нет	Десятичных знаков	Нет	Нет			По умолчанию	Лево
ContentCodes	CM	Нет	Состав [Коды]	Нет	Нет			По умолчанию	Лево
ContentNames	CM	Нет	Состав [Названия]	Нет	Нет			По умолчанию	Лево
f_DoMC	CM	Нет	Проводить анализ Монте-Карло	Нет	Нет			По умолчанию	Лево
f_UseInSched	CM	Нет	Использовать при расчётах	Нет	Нет			По умолчанию	Лево
f_UniId	CM	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	CC	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	CC	Нет	Название	Нет	Нет			По умолчанию	Лево
ShortName	CC	Нет	Имя для колонок	Нет	Нет			По умолчанию	Лево
Notes	CC	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
IncSpend	CC	Нет	Включать расходы материалов	Нет	Нет			По умолчанию	Лево
IncProf	CC	Нет	Включать поставки материалов	Нет	Нет			По умолчанию	Лево
f_OutputFormNum	CC	Нет	Десятичных знаков	Нет	Нет			По умолчанию	Лево
ContentCodes	CC	Нет	Состав [Коды]	Нет	Нет			По умолчанию	Лево
ContentNames	CC	Нет	Состав [Названия]	Нет	Нет			По умолчанию	Лево
f_AllMatsCostCent	CC	Нет	Все материалы	Нет	Нет			По умолчанию	Лево
f_DoMC	CC	Нет	Проводить анализ Монте-Карло	Нет	Нет			По умолчанию	Лево
f_UseInSched	CC	Нет	Использовать при расчётах	Нет	Нет			По умолчанию	Лево
f_UniId	CC	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	CO	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	CO	Нет	Название	Нет	Нет			По умолчанию	Лево
Notes	CO	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
RefType	CO	Нет	Тип справочника	Нет	Нет			По умолчанию	Лево
ObjCode	CO	Нет	Код документа	Нет	Нет			По умолчанию	Лево
Version	CO	Нет	Версия документа	Нет	Нет			По умолчанию	Лево
Location	CO	Нет	Местоположение	Нет	Нет			По умолчанию	Лево
FilteredOnly	CO	Нет	Переносить только отфильтрованное	Нет	Нет			По умолчанию	Лево
AddNewRows	CO	Нет	Метод переноса	Нет	Нет			По умолчанию	Лево
f_UseFilter	CO	Нет	Использовать фильтр	Нет	Нет			По умолчанию	Лево
f_FilterCode	CO	Нет	Код Фильтра	Нет	Нет			По умолчанию	Лево
f_FilterName	CO	Нет	Название фильтра	Нет	Нет			По умолчанию	Лево
f_ToFiltered	CO	Нет	Только в отфильтрованное	Нет	Нет			По умолчанию	Лево
Start	CO	Нет	Дата обновления	Нет	Нет			По умолчанию	Лево
f_UniId	CO	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
ObjCode	RP	Нет	Код ресурса	Нет	Нет			По умолчанию	Лево
ObjName	RP	Нет	Название ресурса	Нет	Нет			По умолчанию	Лево
Type	RP	Нет	Тип ресурса	Нет	Нет			По умолчанию	Лево
Notes	RP	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Start	RP	Нет	Начало	Нет	Нет			По умолчанию	Лево
SkipInCalc	RP	Нет	Использовать при расчётах	Нет	Нет			По умолчанию	Лево
Percent	RP	Нет	В процентах от предыдущего периода	Нет	Нет			По умолчанию	Лево
f_UniId	RP	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	OT	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	OT	Нет	Название	Нет	Нет			По умолчанию	Лево
Notes	OT	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Calen	OT	Нет	Календарь	Нет	Нет			По умолчанию	Лево
f_UniId	OT	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	RE	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	RE	Нет	Название	Нет	Нет			По умолчанию	Лево
Notes	RE	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
ObjName	RE	Нет	Название отчёта	Нет	Нет			По умолчанию	Лево
ObjCode	RE	Нет	Код отчёта	Нет	Нет			По умолчанию	Лево
Version	RE	Нет	Версия отчёта	Нет	Нет			По умолчанию	Лево
Start	RE	Нет	Начало	Нет	Нет			По умолчанию	Лево
Fin	RE	Нет	Окончание	Нет	Нет			По умолчанию	Лево
Period	RE	Нет	Период	Нет	Нет			По умолчанию	Лево
DurPlan	RE	Нет	Пользовательский период, Длительность	Нет	Нет			По умолчанию	Лево
StartDir	RE	Нет	Пользовательский период, Граница	Нет	Нет			По умолчанию	Лево
RowCol	RE	Нет	Расположение строк и колонок	Нет	Нет			По умолчанию	Лево
Inc	RE	Нет	Нарастающий итог	Нет	Нет			По умолчанию	Лево
WithPlan	RE	Нет	Включая план	Нет	Нет			По умолчанию	Лево
WithFact	RE	Нет	Включая исполнение	Нет	Нет			По умолчанию	Лево
FromTo	RE	Нет	За заданный период	Нет	Нет			По умолчанию	Лево
Invert	RE	Нет	Отображать доходы положительными числами	Нет	Нет			По умолчанию	Лево
AskVer	RE	Нет	Запрашивать версию и период	Нет	Нет			По умолчанию	Лево
Totality	RE	Нет	Итоговая колонка	Нет	Нет			По умолчанию	Лево
InterMed	RE	Нет	Промежуточные значения	Нет	Нет			По умолчанию	Лево
DelBlankRow	RE	Нет	Удалять пустые строки	Нет	Нет			По умолчанию	Лево
f_DelOnlyChildBlankRow	RE	Нет	Удалять пустые строки только второго уровня	Нет	Нет			По умолчанию	Лево
DelBlankCol	RE	Нет	Удалять пустые колонки	Нет	Нет			По умолчанию	Лево
HighFact	RE	Нет	Выделять исполнение	Нет	Нет			По умолчанию	Лево
AddFields	RE	Нет	Дополнительные поля	Нет	Нет			По умолчанию	Лево
Width	RE	Нет	Ширина колонок с данными	Нет	Нет			По умолчанию	Лево
Height	RE	Нет	Высота диаграммы	Нет	Нет			По умолчанию	Лево
RowLines	RE	Нет	Число строк в ячейках	Нет	Нет			По умолчанию	Лево
ChooseCol	RE	Нет	Заданные цвета строк	Нет	Нет			По умолчанию	Лево
AutoFit	RE	Нет	Автоподбор ширины колонок	Нет	Нет			По умолчанию	Лево
Standard	RE	Нет	Стандартный	Нет	Нет			По умолчанию	Лево
NoSumHier	RE	Нет	По объектам нижнего уровня	Нет	Нет			По умолчанию	Лево
DetAssign	RE	Нет	Перегрузку ресурсов детализировать до назначений	Нет	Нет			По умолчанию	Лево
SumRows	RE	Нет	Суммировать строки	Нет	Нет			По умолчанию	Лево
ExpandCenters	RE	Нет	Разворачивать центры	Нет	Нет			По умолчанию	Лево
DeleteParameters	RE	Нет	Удалять строки показателей	Нет	Нет			По умолчанию	Лево
InversionValues	RE	Нет	Остаток	Нет	Нет			По умолчанию	Лево
ShowNumber	RE	Нет	Показывать наличие ресурса	Нет	Нет			По умолчанию	Лево
StartVar	RE	Нет	Смещение начала	Нет	Нет			По умолчанию	Лево
FinVar	RE	Нет	Смещение окончания	Нет	Нет			По умолчанию	Лево
AtBegin	RE	Нет	Колонки на начало и окончание отчёта	Нет	Нет			По умолчанию	Лево
sf_WeekLastDay	RE	Нет	В названии колонки использовать последний день недели (месяца)	Нет	Нет			По умолчанию	Лево
sf_SeparateDate	RE	Нет	Даты в отдельной колонке	Нет	Нет			По умолчанию	Лево
sf_OnlyTop	RE	Нет	По объектам верхнего уровня	Нет	Нет			По умолчанию	Лево
sf_ShowDigits	RE	Нет	Показывать значения	Нет	Нет			По умолчанию	Лево
sf_ShowGraphs	RE	Нет	Показывать графики	Нет	Нет			По умолчанию	Лево
f_ShowScaleDigits	RE	Нет	Показывать значения на шкале	Нет	Нет			По умолчанию	Лево
f_OutputFormNum	RE	Нет	Десятичных знаков	Нет	Нет			По умолчанию	Лево
f_PrintTemplate	RE	Нет	Шаблон печати	Нет	Нет			По умолчанию	Лево
f_NameInTemplate	RE	Нет	Вставлять название объекта в название отчёта	Нет	Нет			По умолчанию	Лево
f_FullColName	RE	Нет	Составные имена колонок	Нет	Нет			По умолчанию	Лево
f_ShowParName	RE	Нет	Показывать название показателя	Нет	Нет			По умолчанию	Лево
f_MoveColors	RE	Нет	Переносить цвета	Нет	Нет			По умолчанию	Лево
f_PeriodUser	RE	Нет	Пользовательский период	Нет	Нет			По умолчанию	Лево
ContentCodes	RE	Нет	Показатели	Нет	Нет			По умолчанию	Лево
f_UniId	RE	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	PP	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	PP	Нет	Название	Нет	Нет			По умолчанию	Лево
Notes	PP	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Title	PP	Нет	Заголовок	Нет	Нет			По умолчанию	Лево
SubTitle	PP	Нет	Подзаголовок	Нет	Нет			По умолчанию	Лево
CornerUL	PP	Нет	Верхний левый угол	Нет	Нет			По умолчанию	Лево
CornerUR	PP	Нет	Верхний правый угол	Нет	Нет			По умолчанию	Лево
CornerDL	PP	Нет	Нижний левый угол	Нет	Нет			По умолчанию	Лево
CornerDR	PP	Нет	Нижний правый угол	Нет	Нет			По умолчанию	Лево
Scale	PP	Нет	Масштаб	Нет	Нет			По умолчанию	Лево
sf_PrintDiagram	PP	Нет	Печатать диаграмму	Нет	Нет			По умолчанию	Лево
sf_PrintLeftTable	PP	Нет	Печатать левую табличную часть	Нет	Нет			По умолчанию	Лево
sf_PrintRightTable	PP	Нет	Печатать правую табличную часть	Нет	Нет			По умолчанию	Лево
sf_PrintGraphic	PP	Нет	Печатать графическую часть	Нет	Нет			По умолчанию	Лево
f_PrintLeftTabOnce	PP	Нет	Левая табличная часть только на первой странице	Нет	Нет			По умолчанию	Лево
f_ScaleByPages	PP	Нет	Подобрать масштаб по количеству страниц	Нет	Нет			По умолчанию	Лево
f_NumNotThrough	PP	Нет	Отключить сквозную нумерацию	Нет	Нет			По умолчанию	Лево
f_NumNotCoord	PP	Нет	Отключить координатную нумерацию	Нет	Нет			По умолчанию	Лево
f_PrintCorners	PP	Нет	Колонтитулы на страницах	Нет	Нет			По умолчанию	Лево
f_NumHorPages	PP	Нет	Количество страниц по горизонтали	Нет	Нет			По умолчанию	Лево
f_NumVerPages	PP	Нет	Количество страниц по вертикали	Нет	Нет			По умолчанию	Лево
f_TitlesFirstOnly	PP	Нет	Заголовки только на первой странице	Нет	Нет			По умолчанию	Лево
f_LogoCorners	PP	Нет	Логотип в углу	Нет	Нет			По умолчанию	Лево
f_LogoPage	PP	Нет	Логотип на странице	Нет	Нет			По умолчанию	Лево
f_LegendPage	PP	Нет	Легенда на странице	Нет	Нет			По умолчанию	Лево
f_LogoFileName	PP	Нет	Путь к файлу логотипа	Нет	Нет			По умолчанию	Лево
f_PrintDiags	PP	Нет	Печатать диаграммы	Нет	Нет			По умолчанию	Лево
f_OnlyVisDiags	PP	Нет	Только видимые диаграммы	Нет	Нет			По умолчанию	Лево
f_UniId	PP	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	S	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	S	Нет	Название	Нет	Нет			По умолчанию	Лево
Notes	S	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Script	S	Нет	Сценарий	Нет	Нет			По умолчанию	Лево
Favour	S	Нет	Избранный	Нет	Нет			По умолчанию	Лево
f_ApplyAfterMonFact	S	Нет	Автоматически выполнять после внесения учёта	Нет	Нет			По умолчанию	Лево
f_CalcAfterCalc	S	Нет	Автоматически выполнять после расчёта затрат	Нет	Нет			По умолчанию	Лево
f_ExecAfterSched	S	Нет	Автоматически выполнять после расчёта расписания	Нет	Нет			По умолчанию	Лево
f_UniId	S	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
